ruta,metodo,archivo,linea,depends,usa_request,auth,tenant_check,rate_limit,roles,caller_frontend,auditado
/api/cerebro/config,PUT,backend/routes/cerebro.py,161,,sí,,,,,,
/api/cerebro/catalog,GET,backend/routes/cerebro.py,170,,sí,,,,,,
/api/cerebro/custom-goal,POST,backend/routes/cerebro.py,186,,sí,,,,,,
/api/cerebro/custom-goal/{goal_id},DELETE,backend/routes/cerebro.py,198,,sí,,,,,,
/api/cerebro/scopes,GET,backend/routes/cerebro.py,206,,sí,,,,,,
/api/cerebro/recommendations,GET,backend/routes/cerebro.py,241,,sí,,,,,,
/api/cerebro/recommendations/apply,POST,backend/routes/cerebro.py,254,,sí,,,,,,
/api/cerebro/learning,GET,backend/routes/cerebro.py,266,,sí,,,,,,
/api/cerebro/deal-closed,POST,backend/routes/cerebro.py,281,,sí,,,,,,
/api/cerebro/learning/demo,POST,backend/routes/cerebro.py,294,,sí,,,,,,
/api/superadmin/cerebro-mercado,GET,backend/routes/cerebro_mercado.py,30,,sí,,,,,,
/api/chat/threads,POST,backend/routes/chat.py,65,"_require_authenticated,_require_buyer",sí,,,,,,
/api/chat/threads,GET,backend/routes/chat.py,73,_require_authenticated,sí,,,,,,
/api/chat/threads/{thread_id}/messages,GET,backend/routes/chat.py,82,_require_authenticated,sí,,,,,,
/api/chat/threads/{thread_id}/messages,POST,backend/routes/chat.py,106,_require_authenticated,sí,,,,,,
/api/chat/threads/{thread_id}/read,POST,backend/routes/chat.py,133,_require_authenticated,sí,,,,,,
/api/chat/unread,GET,backend/routes/chat.py,143,_require_authenticated,sí,,,,,,
/api/climate-migration/heatmap,GET,backend/routes/climate_migration.py,68,,sí,,,,,,
/api/climate-migration/zone/{zone_slug},GET,backend/routes/climate_migration.py,122,,sí,,,,,,
/api/climate-migration/patterns,GET,backend/routes/climate_migration.py,247,,sí,,,,,,
/api/asesor/cma/generate,POST,backend/routes/cma.py,80,,sí,,,,,,
/api/asesor/cma/list,GET,backend/routes/cma.py,96,,sí,,,,,,
/api/asesor/cma/{cma_id},GET,backend/routes/cma.py,110,,sí,,,,,,
/api/public/cma/{cma_id},GET,backend/routes/cma.py,126,,sí,,,,,,
/api/asesor/cma/{cma_id}/pdf,GET,backend/routes/cma.py,143,,sí,,,,,,
/api/comparable-alerts/dev/{dev_id},GET,backend/routes/comparable_alerts.py,57,,sí,,,,,,
/api/privacy/dsr,POST,backend/routes/compliance.py,53,,sí,,,,,,
/api/privacy/dsr/{dsr_id}/verify,GET,backend/routes/compliance.py,103,,sí,,,,,,
/api/superadmin/compliance/dsr-requests,GET,backend/routes/compliance.py,133,,sí,,,,,,
/api/superadmin/compliance/dsr-requests/{dsr_id}/process,POST,backend/routes/compliance.py,181,,sí,,,,,,
/api/superadmin/compliance/audit-trail,GET,backend/routes/compliance.py,214,,sí,,,,,,
/api/superadmin/compliance/cross-org,GET,backend/routes/compliance.py,261,,sí,,,,,,
/api/composites/comprador,GET,backend/routes/composites.py,29,,sí,,,,,,
/api/composites/inversor,GET,backend/routes/composites.py,37,,sí,,,,,,
/api/comprador/dashboard,GET,backend/routes/comprador.py,111,_require_buyer,sí,,,,,,
/api/comprador/recommended,GET,backend/routes/comprador.py,123,_require_buyer,sí,,,,,,
/api/comprador/visitas,GET,backend/routes/comprador.py,144,_require_buyer,sí,,,,,,
/api/comprador/profile,GET,backend/routes/comprador.py,167,_require_buyer,sí,,,,,,
/api/comprador/profile,PATCH,backend/routes/comprador.py,180,_require_buyer,sí,,,,,,
/api/comprador/saved-searches,GET,backend/routes/comprador.py,204,_require_buyer,sí,,,,,,
/api/comprador/saved-searches/{search_id},DELETE,backend/routes/comprador.py,232,"_req,_require_buyer",sí,,,,,,
/api/comprador/favorites,GET,backend/routes/comprador.py,251,_require_buyer,sí,,,,,,
/api/comprador/favorites,POST,backend/routes/comprador.py,274,_require_buyer,sí,,,,,,
/api/comprador/favorites/{fav_id},DELETE,backend/routes/comprador.py,288,_require_buyer,sí,,,,,,
/api/comprador/history,GET,backend/routes/comprador.py,301,_require_buyer,sí,,,,,,
/api/comprador/history,POST,backend/routes/comprador.py,324,_require_buyer,sí,,,,,,
/api/comprador/history,DELETE,backend/routes/comprador.py,334,_require_buyer,sí,,,,,,
/api/comprador/privacy/consents,GET,backend/routes/comprador.py,345,_require_buyer,sí,,,,,,
/api/comprador/privacy/consents,PATCH,backend/routes/comprador.py,352,_require_buyer,sí,,,,,,
/api/comprador/privacy/export,POST,backend/routes/comprador.py,366,"_r,_require_buyer",sí,,,,,,
/api/comprador/privacy/delete-account,POST,backend/routes/comprador.py,373,_require_buyer,sí,,,,,,
/api/comprador/privacy/cancel-delete,POST,backend/routes/comprador.py,382,_require_buyer,sí,,,,,,
/api/comprador/compare,POST,backend/routes/comprador_compare.py,46,_require_buyer,sí,,,,,,
/api/comprador/compare/pdf,POST,backend/routes/comprador_compare.py,71,_require_buyer,sí,,,,,,
/api/construction-quality/{development_id},GET,backend/routes/construction_quality.py,43,,sí,,,,,,
/api/construction-quality,GET,backend/routes/construction_quality.py,59,,sí,,,,,,
/api/superadmin/construction-quality/stats,GET,backend/routes/construction_quality.py,77,,sí,,,,,,
/api/superadmin/construction-quality/refresh/{development_id},POST,backend/routes/construction_quality.py,85,,sí,,,,,,
/api/superadmin/construction-quality/manual-override,POST,backend/routes/construction_quality.py,109,,sí,,,,,,
/api/conversation/start,POST,backend/routes/conversation.py,159,,sí,,,,,,
/api/conversation/message,POST,backend/routes/conversation.py,184,,sí,,,,,,
/api/conversation/lead/{lead_id}/conversations,GET,backend/routes/conversation.py,252,,sí,,,,,,
/api/conversation/{conversation_id},GET,backend/routes/conversation.py,268,,sí,,,,,,
/api/conversation/handoff,POST,backend/routes/conversation.py,282,,sí,,,,,,
/api/superadmin/conversations/list,GET,backend/routes/conversation.py,307,,sí,,,,,,
/api/superadmin/conversations/stats,GET,backend/routes/conversation.py,323,,sí,,,,,,
/api/superadmin/conversations/takeover,POST,backend/routes/conversation.py,331,,sí,,,,,,
/api/superadmin/ab-testing/create,POST,backend/routes/conversation_ab_testing.py,93,,sí,,,,,,
/api/superadmin/ab-testing/list,GET,backend/routes/conversation_ab_testing.py,115,,sí,,,,,,
/api/superadmin/ab-testing/results/{test_id},GET,backend/routes/conversation_ab_testing.py,123,,sí,,,,,,
/api/superadmin/ab-testing/pick-winner,POST,backend/routes/conversation_ab_testing.py,133,,sí,,,,,,
/api/superadmin/ab-testing/{test_id},DELETE,backend/routes/conversation_ab_testing.py,147,,sí,,,,,,
/api/conversation/{conversation_id}/confidence-history,GET,backend/routes/conversation_confidence.py,60,,sí,,,,,,
/api/superadmin/confidence/stats,GET,backend/routes/conversation_confidence.py,111,,sí,,,,,,
/api/superadmin/conversation-cost/tenant-cost,GET,backend/routes/conversation_cost.py,63,,sí,,,,,,
/api/superadmin/conversation-cost/top-expensive,GET,backend/routes/conversation_cost.py,74,,sí,,,,,,
/api/superadmin/conversation-cost/model-distribution,GET,backend/routes/conversation_cost.py,86,,sí,,,,,,
/api/superadmin/conversation-cost/stats-summary,GET,backend/routes/conversation_cost.py,96,,sí,,,,,,
/api/superadmin/conversation-drift/compute,GET,backend/routes/conversation_drift.py,220,,sí,,,,,,
/api/superadmin/conversation-drift/alerts/history,GET,backend/routes/conversation_drift.py,227,,sí,,,,,,
/api/superadmin/conversation-drift/alerts/{alert_id}/ack,POST,backend/routes/conversation_drift.py,240,,sí,,,,,,
/api/superadmin/conversation-drift/baseline/recompute,GET,backend/routes/conversation_drift.py,247,,sí,,,,,,
/api/superadmin/kb-gaps/list,GET,backend/routes/conversation_kb_gaps.py,61,,sí,,,,,,
/api/superadmin/kb-gaps/add-faq,POST,backend/routes/conversation_kb_gaps.py,78,,sí,,,,,,
/api/superadmin/kb-gaps/dismiss-gap,POST,backend/routes/conversation_kb_gaps.py,96,,sí,,,,,,
/api/copilot/ask,POST,backend/routes/copilot.py,34,,sí,,,,,,
/api/copilot/conversations,GET,backend/routes/copilot.py,41,,sí,,,,,,
/api/copilot/conversations/{conversation_id},GET,backend/routes/copilot.py,48,,sí,,,,,,
/api/copilot/conversations/{conversation_id},DELETE,backend/routes/copilot.py,58,,sí,,,,,,
/api/copilot/quick-actions,GET,backend/routes/copilot.py,134,,sí,,,,,,
/api/copiloto/cierre,POST,backend/routes/copiloto_flywheel.py,174,,sí,,,,,,
/api/buyer/parecidos-cerraron,GET,backend/routes/copiloto_flywheel.py,222,,sí,,,,,,
/api/comprador/cross-sell/offers,GET,backend/routes/cross_sell.py,60,_require_buyer,sí,,,,,,
/api/comprador/cross-sell/offers/{offer_id}/click,POST,backend/routes/cross_sell.py,105,_require_buyer,sí,,,,,,
/api/comprador/cross-sell/offers/{offer_id}/fill,POST,backend/routes/cross_sell.py,126,_require_buyer,sí,,,,,,
/api/comprador/cross-sell/my-offers,GET,backend/routes/cross_sell.py,191,_require_buyer,sí,,,,,,
/api/desarrollador/cube-actions,GET,backend/routes/cube_inbox.py,36,,sí,,,,,,
/api/desarrollador/cube-actions/{action_id}/estado,POST,backend/routes/cube_inbox.py,52,,sí,,,,,,
/api/desarrollador/memory,GET,backend/routes/cube_inbox.py,63,,sí,,,,,,
/api/desarrollador/generar-copy,POST,backend/routes/cube_inbox.py,78,,sí,,,,,,
/api/asesor/cube-actions,GET,backend/routes/cube_inbox.py,113,,sí,,,,,,
/api/asesor/cube-actions/{action_id}/estado,POST,backend/routes/cube_inbox.py,123,,sí,,,,,,
/api/marketplace/cube-actions,GET,backend/routes/cube_inbox.py,134,,sí,,,,,,
/api/superadmin/data-licensing/bundles,GET,backend/routes/data_licensing.py,203,,sí,,,,,,
/api/superadmin/data-licensing/subscriptions,GET,backend/routes/data_licensing.py,218,,sí,,,,,,
/api/superadmin/data-licensing/subscriptions,POST,backend/routes/data_licensing.py,276,,sí,,,,,,
/api/superadmin/data-licensing/subscriptions/{sub_id},PATCH,backend/routes/data_licensing.py,353,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/banxico/lookup,GET,backend/routes/data_sources.py,79,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/sigcdmx/lookup,GET,backend/routes/data_sources.py,89,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/atlas-riesgos/lookup,GET,backend/routes/data_sources.py,99,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/catastro/lookup,GET,backend/routes/data_sources.py,109,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/gtfs/transit-accessibility,GET,backend/routes/data_sources.py,119,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/osm/amenities-radius,GET,backend/routes/data_sources.py,131,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/stats,GET,backend/routes/data_sources.py,147,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/{source}/sync-now,POST,backend/routes/data_sources.py,178,,sí,,,,,,
/api/superadmin/data-sources-gov-mx/banxico/series-list,GET,backend/routes/data_sources.py,210,,sí,,,,,,
/api/dev/demanda-demografica,GET,backend/routes/demanda_demografica.py,33,,sí,,,,,,
/api/dev/projects/{project_id}/amenity-intel,GET,backend/routes/dev_amenity_intel.py,60,,sí,,,,,,
/api/dev/bulk-upload/parse,POST,backend/routes/dev_batch1.py,204,,sí,,,,,,
/api/dev/bulk-upload/commit,POST,backend/routes/dev_batch1.py,252,,sí,,,,,,
/api/dev/bulk-upload/jobs,GET,backend/routes/dev_batch1.py,374,,sí,,,,,,
/api/dev/projects/{project_id}/location,PATCH,backend/routes/dev_batch1.py,399,,sí,,,,,,
/api/dev/projects/{project_id}/basics,PATCH,backend/routes/dev_batch1.py,455,,sí,,,,,,
/api/dev/projects/{project_id}/payment-schemes,GET,backend/routes/dev_batch1.py,522,,sí,,,,,,
/api/dev/projects/{project_id}/payment-schemes,PUT,backend/routes/dev_batch1.py,555,,sí,,,,,,
/api/dev/projects/{project_id}/payment-quote,POST,backend/routes/dev_batch1.py,586,,sí,,,,,,
/api/dev/projects/{project_id}/quote-pdf,POST,backend/routes/dev_batch1.py,1008,,sí,,,,,,
/api/dev/projects,GET,backend/routes/dev_batch1.py,1063,,sí,,,,,,
/api/dev/units/{unit_id}/hold,POST,backend/routes/dev_batch1.py,1120,,sí,,,,,,
/api/dev/units/{unit_id}/hold,DELETE,backend/routes/dev_batch1.py,1174,,sí,,,,,,
/api/dev/units/{unit_id}/hold,GET,backend/routes/dev_batch1.py,1201,,sí,,,,,,
/api/dev/holds,GET,backend/routes/dev_batch1.py,1221,,sí,,,,,,
/api/dev/org/settings,PATCH,backend/routes/dev_batch1.py,1304,,sí,,,,,,
/api/dev/org/settings,GET,backend/routes/dev_batch1.py,1325,,sí,,,,,,
/api/dev/erp-webhooks,GET,backend/routes/dev_batch1.py,1352,,sí,,,,,,
/api/dev/erp-webhooks,POST,backend/routes/dev_batch1.py,1365,,sí,,,,,,
/api/dev/erp-webhooks/{wid},PATCH,backend/routes/dev_batch1.py,1403,,sí,,,,,,
/api/dev/erp-webhooks/{provider}/event,POST,backend/routes/dev_batch1.py,1418,,sí,,,,,,
/api/dev/erp-webhooks/{provider}/events,GET,backend/routes/dev_batch1.py,1464,,sí,,,,,,
/api/dev/content/upload,POST,backend/routes/dev_batch1.py,1502,,sí,,,,,,
/api/dev/content,GET,backend/routes/dev_batch1.py,1534,,sí,,,,,,
/api/dev/content/{cid}/approve,POST,backend/routes/dev_batch1.py,1554,,sí,,,,,,
/api/dev/content/{cid}/reject,POST,backend/routes/dev_batch1.py,1573,,sí,,,,,,
/api/dev/content/{cid}/publish,POST,backend/routes/dev_batch1.py,1592,,sí,,,,,,
/api/dev/projects/list-with-stats,GET,backend/routes/dev_batch10.py,102,,sí,,,,,,
/api/dev/projects/plays,GET,backend/routes/dev_batch10.py,359,,sí,,,,,,
/api/dev/projects/{project_id}/summary,GET,backend/routes/dev_batch10.py,493,,sí,,,,,,
/api/dev/amenities-catalog,GET,backend/routes/dev_batch11.py,227,,sí,,,,,,
/api/dev/projects/{project_id}/amenities,GET,backend/routes/dev_batch11.py,238,,sí,,,,,,
/api/dev/projects/{project_id}/amenities,PATCH,backend/routes/dev_batch11.py,275,,sí,,,,,,
/api/dev/projects/{project_id}/commercialization,GET,backend/routes/dev_batch11.py,350,,sí,,,,,,
/api/dev/projects/{project_id}/commercialization,PATCH,backend/routes/dev_batch11.py,374,,sí,,,,,,
/api/dev/projects/{project_id}/preassignments,GET,backend/routes/dev_batch11.py,410,,sí,,,,,,
/api/dev/projects/{project_id}/preassignments,POST,backend/routes/dev_batch11.py,428,,sí,,,,,,
/api/dev/projects/{project_id}/preassignments/{assigned_user_id},DELETE,backend/routes/dev_batch11.py,459,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/insights,GET,backend/routes/dev_batch11.py,486,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/price-history,GET,backend/routes/dev_batch11.py,511,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/comparables,GET,backend/routes/dev_batch11.py,567,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/market-comparables,GET,backend/routes/dev_batch11.py,603,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id},PATCH,backend/routes/dev_batch11.py,660,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/ai-prediction,POST,backend/routes/dev_batch11.py,727,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/avm,GET,backend/routes/dev_batch11.py,821,,sí,,,,,,
/api/dev/construction-cost,GET,backend/routes/dev_batch11.py,916,,sí,,,,,,
/api/dev/valor-mercado-zona,GET,backend/routes/dev_batch11.py,946,,sí,,,,,,
/api/dev/units/{dev_id}/{unit_id}/engagement,GET,backend/routes/dev_batch11.py,1046,,sí,,,,,,
/api/dev/projects/{project_id}/assets/{asset_id}/role,PATCH,backend/routes/dev_batch11.py,1108,,sí,,,,,,
/api/health-score/{entity_type}/{entity_id},GET,backend/routes/dev_batch14.py,135,,sí,,,,,,
/api/health-score/{entity_type}/{entity_id}/recompute,POST,backend/routes/dev_batch14.py,154,,sí,,,,,,
/api/activity/feed,GET,backend/routes/dev_batch14.py,194,,sí,,,,,,
/api/activity/log,POST,backend/routes/dev_batch14.py,224,,sí,,,,,,
/api/panel/setup-progress,GET,backend/routes/dev_batch14.py,304,,sí,,,,,,
/api/panel/weekly-brief,GET,backend/routes/dev_batch14.py,459,,sí,,,,,,
/api/oauth/google/initiate,GET,backend/routes/dev_batch15.py,73,,sí,,,,,,
/api/oauth/google/callback,GET,backend/routes/dev_batch15.py,89,,sí,,,,,,
/api/oauth/google/revoke,POST,backend/routes/dev_batch15.py,130,,sí,,,,,,
/api/oauth/connections,GET,backend/routes/dev_batch15.py,153,,sí,,,,,,
/api/appointments/availability,POST,backend/routes/dev_batch15.py,211,,sí,,,,,,
/api/appointments/auto-assign,POST,backend/routes/dev_batch15.py,231,,sí,,,,,,
/api/appointments/policy/{project_id},GET,backend/routes/dev_batch15.py,269,,sí,,,,,,
/api/appointments/policy/{project_id},PUT,backend/routes/dev_batch15.py,279,,sí,,,,,,
/api/appointments/metrics,GET,backend/routes/dev_batch15.py,302,,sí,,,,,,
/api/public/appointments/book,POST,backend/routes/dev_batch15.py,411,,sí,,,,,,
/api/oauth/advisor-pool,GET,backend/routes/dev_batch15.py,479,,sí,,,,,,
/api/public/projects/{slug}/booking,GET,backend/routes/dev_batch16.py,60,,sí,,,,,,
/api/public/projects/{slug}/availability,POST,backend/routes/dev_batch16.py,133,,sí,,,,,,
/api/public/projects/{slug}/book,POST,backend/routes/dev_batch16.py,183,,sí,,,,,,
/api/inline/{entity_type}/{entity_id},PATCH,backend/routes/dev_batch17.py,222,,sí,,,,,,
/api/undo/{undo_id},POST,backend/routes/dev_batch17.py,388,,sí,,,,,,
/api/undo/recent,GET,backend/routes/dev_batch17.py,433,,sí,,,,,,
/api/filter-presets,GET,backend/routes/dev_batch17.py,469,,sí,,,,,,
/api/filter-presets,POST,backend/routes/dev_batch17.py,480,,sí,,,,,,
/api/filter-presets/{preset_id},DELETE,backend/routes/dev_batch17.py,501,,sí,,,,,,
/api/dev/projects/{dev_id}/documents/reorder,POST,backend/routes/dev_batch17.py,564,,sí,,,,,,
/api/dev/projects/{project_id}/prototypes/reorder,POST,backend/routes/dev_batch17.py,580,,sí,,,,,,
/api/asesor/tareas/reorder,POST,backend/routes/dev_batch17.py,596,,sí,,,,,,
/api/preferences/me,GET,backend/routes/dev_batch18.py,60,,sí,,,,,,
/api/preferences/me,PATCH,backend/routes/dev_batch18.py,108,,sí,,,,,,
/api/preferences/me/recent-project,POST,backend/routes/dev_batch18.py,182,,sí,,,,,,
/api/preferences/me/tour-complete,POST,backend/routes/dev_batch19.py,80,,sí,,,,,,
/api/preferences/me/tour-dismiss,POST,backend/routes/dev_batch19.py,102,,sí,,,,,,
/api/orgs/me/branding,GET,backend/routes/dev_batch19.py,140,,sí,,,,,,
/api/orgs/me/branding,PUT,backend/routes/dev_batch19.py,150,,sí,,,,,,
/api/orgs/me/branding/logo,POST,backend/routes/dev_batch19.py,190,,sí,,,,,,
/api/orgs/me/branding/logo,DELETE,backend/routes/dev_batch19.py,232,,sí,,,,,,
/api/orgs/cross-portal/log,POST,backend/routes/dev_batch19.py,259,,sí,,,,,,
/api/orgs/cross-portal/events,GET,backend/routes/dev_batch19.py,287,,sí,,,,,,
/api/dev/projects/{project_id}/location,GET,backend/routes/dev_batch2.py,72,,sí,,,,,,
/api/dev/analytics/absorption,GET,backend/routes/dev_batch2.py,112,,sí,,,,,,
/api/dev/analytics/forecast,GET,backend/routes/dev_batch2.py,240,,sí,,,,,,
/api/dev/analytics/forecast/adjust,POST,backend/routes/dev_batch2.py,322,,sí,,,,,,
/api/dev/competitors/enriched,GET,backend/routes/dev_batch2.py,365,,sí,,,,,,
/api/dev/competitors/{competitor_id}/history,GET,backend/routes/dev_batch2.py,410,,sí,,,,,,
/api/dev/competitors/alert-config,POST,backend/routes/dev_batch2.py,464,,sí,,,,,,
/api/dev/ie/projects/{project_id}/breakdown,GET,backend/routes/dev_batch2.py,575,,sí,,,,,,
/api/dev/ie/projects/{project_id}/improve,GET,backend/routes/dev_batch2.py,740,,sí,,,,,,
/api/dev/construction/{project_id}/progress,GET,backend/routes/dev_batch2.py,951,,sí,,,,,,
/api/dev/construction/{project_id}/sistema,PATCH,backend/routes/dev_batch2.py,990,,sí,,,,,,
/api/dev/construction/{project_id}/update-stage,POST,backend/routes/dev_batch2.py,1014,,sí,,,,,,
/api/dev/construction/{project_id}/comment,POST,backend/routes/dev_batch2.py,1082,,sí,,,,,,
/api/dev/ie/projects/{project_id}/colonia-benchmark,GET,backend/routes/dev_batch2.py,1128,,sí,,,,,,
/api/dev/competitors/{competitor_id}/simulate-price-update,POST,backend/routes/dev_batch2.py,1304,,sí,,,,,,
/api/dev/notifications,GET,backend/routes/dev_batch2.py,1364,,sí,,,,,,
/api/dev/notifications/{nid}/read,POST,backend/routes/dev_batch2.py,1376,,sí,,,,,,
/api/dev/notifications/mark-all-read,POST,backend/routes/dev_batch2.py,1389,,sí,,,,,,
/api/dev/construction/{project_id}/unit-update,POST,backend/routes/dev_batch2.py,1499,,sí,,,,,,
/api/dev/invitations/{token}/verify,GET,backend/routes/dev_batch3.py,53,,sí,,,,,,
/api/dev/invitations/{token}/accept,POST,backend/routes/dev_batch3.py,88,,sí,,,,,,
/api/auth/internal/login,POST,backend/routes/dev_batch3.py,205,,sí,,,,,,
/api/dev/projects/{project_id}/export/geojson,GET,backend/routes/dev_batch3.py,269,,sí,,,,,,
/api/dev/leads,POST,backend/routes/dev_batch4.py,194,,sí,,,,,,
/api/dev/leads,GET,backend/routes/dev_batch4.py,267,,sí,,,,,,
/api/dev/leads/{lead_id},PATCH,backend/routes/dev_batch4.py,324,,sí,,,,,,
/api/dev/leads/{lead_id}/note,POST,backend/routes/dev_batch4.py,476,,sí,,,,,,
/api/dev/leads/{lead_id}/assign,POST,backend/routes/dev_batch4.py,507,,sí,,,,,,
/api/dev/leads/{lead_id}/move-column,POST,backend/routes/dev_batch4.py,553,,sí,,,,,,
/api/dev/leads/kanban,GET,backend/routes/dev_batch4.py,617,,sí,,,,,,
/api/dev/leads/analytics,GET,backend/routes/dev_batch4.py,684,,sí,,,,,,
/api/dev/projects/{project_id}/brokers,GET,backend/routes/dev_batch4.py,808,,sí,,,,,,
/api/dev/projects/{project_id}/brokers,POST,backend/routes/dev_batch4.py,830,,sí,,,,,,
/api/dev/projects/{project_id}/brokers/{row_id},PATCH,backend/routes/dev_batch4.py,894,,sí,,,,,,
/api/dev/projects/{project_id}/brokers/{row_id},DELETE,backend/routes/dev_batch4.py,931,,sí,,,,,,
/api/dev/projects/{project_id}/slots,POST,backend/routes/dev_batch4_1.py,788,,sí,,,,,,
/api/projects/{project_id}/slots/availability,GET,backend/routes/dev_batch4_1.py,817,,sí,,,,,,
/api/cita,POST,backend/routes/dev_batch4_1.py,920,,sí,,,,,,
/api/asesor/citas,GET,backend/routes/dev_batch4_1.py,1296,,sí,,,,,,
/api/dev/citas,GET,backend/routes/dev_batch4_1.py,1349,,sí,,,,,,
/api/cita/{apt_id},PATCH,backend/routes/dev_batch4_1.py,1404,,sí,,,,,,
/api/cita/{apt_id}/wa-template,GET,backend/routes/dev_batch4_1.py,1468,,sí,,,,,,
/api/dev/leads/{lead_id}/approve-review,POST,backend/routes/dev_batch4_1.py,1524,,sí,,,,,,
/api/dev/leads/{lead_id}/reject-review,POST,backend/routes/dev_batch4_1.py,1555,,sí,,,,,,
/api/inmobiliaria/asesores,POST,backend/routes/dev_batch4_1.py,1614,,sí,,,,,,
/api/inmobiliaria/asesores,GET,backend/routes/dev_batch4_1.py,1654,,sí,,,,,,
/api/inmobiliaria/asesores/{user_id},PATCH,backend/routes/dev_batch4_1.py,1671,,sí,,,,,,
/api/inmobiliaria/asesores/{user_id},DELETE,backend/routes/dev_batch4_1.py,1706,,sí,,,,,,
/api/inmobiliaria/dashboard,GET,backend/routes/dev_batch4_1.py,1728,,sí,,,,,,
/api/inmobiliaria/list,GET,backend/routes/dev_batch4_1.py,1804,,sí,,,,,,
/api/leads/kanban,GET,backend/routes/dev_batch4_2.py,428,,sí,,,,,,
/api/leads/{lead_id}/move-column,POST,backend/routes/dev_batch4_2.py,454,,sí,,,,,,
/api/leads/{lead_id},GET,backend/routes/dev_batch4_2.py,592,,sí,,,,,,
/api/leads/{lead_id}/conversation,GET,backend/routes/dev_batch4_2.py,673,,sí,,,,,,
/api/leads/{lead_id}/ai-summary,GET,backend/routes/dev_batch4_2.py,707,,sí,,,,,,
/api/clients/{client_gid}/leads,GET,backend/routes/dev_batch4_2.py,768,,sí,,,,,,
/api/leads/{lead_id}/activate-nurture,POST,backend/routes/dev_batch4_2.py,859,,sí,,,,,,
/api/leads/{lead_id}/deactivate-nurture,POST,backend/routes/dev_batch4_2.py,891,,sí,,,,,,
/api/leads/{lead_id}/mark-lost,POST,backend/routes/dev_batch4_2.py,923,,sí,,,,,,
/api/internal/reminders/trigger,POST,backend/routes/dev_batch4_3.py,297,,sí,,,,,,
/api/cita/public/{token},GET,backend/routes/dev_batch4_3.py,324,,sí,,,,,,
/api/cita/public/{token}/confirm,POST,backend/routes/dev_batch4_3.py,389,,sí,,,,,,
/api/cita/public/{token}/cancel,POST,backend/routes/dev_batch4_3.py,432,,sí,,,,,,
/api/cita/public/{token}/reschedule,POST,backend/routes/dev_batch4_3.py,482,,sí,,,,,,
/api/cita/{apt_id}/post-action,POST,backend/routes/dev_batch4_3.py,647,,sí,,,,,,
/api/leads/{lead_id}/post-realizada-followup,POST,backend/routes/dev_batch4_3.py,745,,sí,,,,,,
/api/notifications,GET,backend/routes/dev_batch4_3.py,795,,sí,,,,,,
/api/notifications/{nid}/dismiss,POST,backend/routes/dev_batch4_3.py,810,,sí,,,,,,
/api/leads/{lead_id}/recalc-heat,POST,backend/routes/dev_batch4_4.py,306,,sí,,,,,,
/api/leads/{lead_id}/heat,GET,backend/routes/dev_batch4_4.py,330,,sí,,,,,,
/api/leads/{lead_id}/ai-summary-v2,GET,backend/routes/dev_batch4_4.py,515,,sí,,,,,,
/api/leads/{lead_id}/refresh-ai-summary,POST,backend/routes/dev_batch4_4.py,555,,sí,,,,,,
/api/dev/analytics/cancel-reasons,GET,backend/routes/dev_batch4_4.py,663,,sí,,,,,,
/api/inmobiliaria/analytics/cancel-reasons,GET,backend/routes/dev_batch4_4.py,684,,sí,,,,,,
/api/dev/analytics/heat-cohort,GET,backend/routes/dev_batch4_4.py,705,,sí,,,,,,
/api/dev/analytics/movement-alerts,GET,backend/routes/dev_batch4_4.py,742,,sí,,,,,,
/api/dev/pricing-experiments,POST,backend/routes/dev_batch5.py,110,,sí,,,,,,
/api/dev/pricing-experiments,GET,backend/routes/dev_batch5.py,155,,sí,,,,,,
/api/dev/pricing-experiments/{exp_id},PATCH,backend/routes/dev_batch5.py,182,,sí,,,,,,
/api/dev/pricing-experiments/{exp_id}/assign-visitor,POST,backend/routes/dev_batch5.py,224,,sí,,,,,,
/api/dev/pricing-experiments/resolve,POST,backend/routes/dev_batch5.py,277,,sí,,,,,,
/api/dev/pricing-experiments/{exp_id}/track-event,POST,backend/routes/dev_batch5.py,343,,sí,,,,,,
/api/dev/pricing-experiments/{exp_id}/results,GET,backend/routes/dev_batch5.py,369,,sí,,,,,,
/api/dev/reports/templates,POST,backend/routes/dev_batch5.py,447,,sí,,,,,,
/api/dev/reports/templates,GET,backend/routes/dev_batch5.py,468,,sí,,,,,,
/api/dev/reports/generate,POST,backend/routes/dev_batch5.py,794,,sí,,,,,,
/api/dev/reports/files/{file_id},GET,backend/routes/dev_batch5.py,831,,sí,,,,,,
