frontend_archivo,linea,metodo,url,endpoint_existe,schema_ok,estado,auditado
frontend/src/api/workflows.js,23,GET,{var}/api/workflows,,,,
frontend/src/api/workflows.js,31,POST,{var}/api/workflows,,,,
frontend/src/api/workflows.js,41,GET,{var}/api/workflows/{var},,,,
frontend/src/api/workflows.js,49,PUT,{var}/api/workflows/{var},,,,
frontend/src/api/workflows.js,62,DELETE,{var}/api/workflows/{var},,,,
frontend/src/api/workflows.js,74,POST,{var}/api/workflows/{var}/toggle,,,,
frontend/src/api/workflows.js,86,POST,{var}/api/workflows/{var}/test,,,,
frontend/src/api/workflows.js,99,GET,{var}/api/workflows/{var}/runs?days={var},,,,
frontend/src/api/wrapped.js,8,GET,{var}/api/comprador/wrapped,,,,
frontend/src/api/wrapped.js,14,GET,{var}/api/comprador/wrapped/{var},,,,
frontend/src/api/wrapped.js,23,POST,{var}/api/comprador/wrapped/annual-optin,,,,
frontend/src/api/wrapped.js,37,POST,{var}/api/comprador/wrapped/{var}/share,,,,
frontend/src/api/wrapped.js,46,GET,{var}/api/comprador/smart-match,,,,
frontend/src/components/asesor/AsesorDemandaMapa.js,15,GET,{var}/api/buyer/demanda-mapa,,,,
frontend/src/components/asesor/design/Ficha360.js,471,GET,{var}/api/developments?sort=recent,,,,
frontend/src/components/asistente/SimilarProjectsSection.js,91,GET,{var}/api/buyer-coach/similar-projects?project_id={var}&limit=5,,,,
frontend/src/components/brochure/BrandingVariantSelector.js,20,GET,{var}/api/brochures/variants,,,,
frontend/src/components/brochure/BrochureGenerator.js,25,POST,{var}/api/brochures/generate,,,,
frontend/src/components/brochure/BrochurePreviewModal.js,42,POST,{var}/api/brochures/regenerate/{var},,,,
frontend/src/components/brochure/CustomBrochureUploader.js,32,POST,{var}/api/brochures/upload-custom,,,,
frontend/src/components/buyer_coach/BuyerCoachConversation.js,42,POST,{var}/api/buyer-coach/start,,,,
frontend/src/components/buyer_coach/BuyerCoachConversation.js,67,POST,{var}/api/buyer-coach/{var}/message,,,,
frontend/src/components/buyer_coach/BuyerCoachConversation.js,89,GET,{var}/api/buyer-coach/{var}/zone-recommendations,,,,
frontend/src/components/buyer_coach/BuyerCoachConversation.js,100,GET,{var}/api/buyer-coach/similar-projects?project_id={var}&limit=5,,,,
frontend/src/components/buyer_coach/BuyerCoachConversation.js,111,POST,{var}/api/buyer-coach/{var}/capture-lead,,,,
frontend/src/components/buyer_coach/StageChecklist.js,19,GET,{var}/api/buyer-coach/{var}/stage/{var}/checklist,,,,
frontend/src/components/comprador/DemandaMapaComprador.js,18,GET,{var}/api/buyer/demanda-mapa?visitor_id={var},,,,
frontend/src/components/comprador/DondeVivirCard.js,16,GET,{var}/api/buyer/donde-vivir?visitor_id={var}&limit=8,,,,
frontend/src/components/conversation/LiveTakeover.js,26,POST,{var}/api/superadmin/conversations/takeover,,,,
frontend/src/components/dev/LocationTab.js,42,GET,{var}/api/zona/place-photo?ref={var}&w=300,,,,
frontend/src/components/dev/LocationTab.js,63,GET,{var}/api/zona/{var}/lugares,,,,
frontend/src/components/dev/PriceListTab.js,43,POST,{var}/api/precio-posicion-batch,,,,
frontend/src/components/dev/PriceListTab.js,91,POST,{var}/api/buyer/favoritos/cita,,,,
frontend/src/components/developer/AvanceObraTab.js,102,POST,{var}/api/desarrollador/developments/{var}/assets/upload,,,,
frontend/src/components/developer/ContenidoTab.js,105,GET,{var}/api/developments/{var},,,,
frontend/src/components/developer/ContenidoTab.js,123,PATCH,{var}/api/dev/projects/{var}/basics,,,,
frontend/src/components/developer/ContenidoTab.js,198,POST,{var}/api/desarrollador/developments/{var}/assets/upload,,,,
frontend/src/components/developer/ContenidoTab.js,213,DELETE,{var}/api/desarrollador/developments/{var}/assets/{var},,,,
frontend/src/components/developer/ContenidoTab.js,222,PATCH,{var}/api/dev/projects/{var}/assets/{var}/role,,,,
frontend/src/components/developer/CrmAssistantStrip.js,31,GET,{var}/api/dev/whitelist/pending,,,,
frontend/src/components/developer/LegalTab.js,152,DELETE,{var}/api/desarrollador/developments/{var}/documents/{var},,,,
frontend/src/components/developer/SiteSelectionWizard.js,68,GET,{var}/api/dev/site-selection/similar-zones?zone_slug={var}&limit=5,,,,
frontend/src/components/developer/SiteSelectionWizard.js,164,POST,{var}/api/ml/emit,,,,
frontend/src/components/developer/VentasTab.js,1270,POST,{var}/api/precio-posicion-batch,,,,
frontend/src/components/developer/insights/UnitFunnelPanel.js,10,GET,{var}/api/desarrollo/{var}/embudo-unidades,,,,
frontend/src/components/developer/insights/ZoneDemandGapPanel.js,12,GET,{var}/api/desarrollo/{var}/demanda-zona,,,,
frontend/src/components/developer/insights/ZoneElasticityPanel.js,11,GET,{var}/api/desarrollador/elasticidad,,,,
frontend/src/components/director/DirectorChatPanel.js,282,GET,{var}/api/director/sessions/{var},,,,
frontend/src/components/director/LeadAgentPanel.js,13,POST,{var}/api/subagents/lead/analyze,,,,
frontend/src/components/director/LeadAgentPanel.js,28,GET,{var}/api/subagents/lead/recommendations?{var},,,,
frontend/src/components/director/LeadAgentPanel.js,37,POST,{var}/api/subagents/lead/recommendations/{var}/apply,,,,
frontend/src/components/director/LeadAgentPanel.js,46,POST,{var}/api/subagents/lead/recommendations/{var}/reject,,,,
frontend/src/components/director/MarketingAgentPanel.js,14,POST,{var}/api/subagents/marketing/analyze,,,,
frontend/src/components/director/MarketingAgentPanel.js,28,GET,{var}/api/subagents/marketing/recommendations?{var},,,,
frontend/src/components/director/MarketingAgentPanel.js,37,POST,{var}/api/subagents/marketing/recommendations/{var}/apply,,,,
frontend/src/components/director/MarketingAgentPanel.js,46,POST,{var}/api/subagents/marketing/recommendations/{var}/reject,,,,
frontend/src/components/director/PricingAgentPanel.js,13,POST,{var}/api/subagents/pricing/analyze,,,,
frontend/src/components/director/PricingAgentPanel.js,27,GET,{var}/api/subagents/pricing/recommendations?{var},,,,
frontend/src/components/director/PricingAgentPanel.js,36,POST,{var}/api/subagents/pricing/recommendations/{var}/apply,,,,
frontend/src/components/director/PricingAgentPanel.js,46,POST,{var}/api/subagents/pricing/recommendations/{var}/reject,,,,
frontend/src/components/documents/AssetGallery.js,103,GET,{var}/api/undo/recent?limit=1,,,,
frontend/src/components/documents/DocumentsList.js,274,GET,{var}/api/undo/recent?limit=1,,,,
frontend/src/components/ficha/ComparadorInversion.js,13,POST,{var}/api/inversion-v4/analyze,,,,
frontend/src/components/ficha/LeadCaptureModal.js,40,POST,{var}/api/buyer/registrar,,,,
frontend/src/components/ficha/PlanDePago.js,29,GET,{var}/api/public/payment-schemes/{var},,,,
frontend/src/components/ficha/SeccionCalcInversion.js,26,GET,{var}/api/zona/{var}/inversion,,,,
frontend/src/components/ficha/SeccionConfianza.js,29,GET,{var}/api/inversion-v4/zona-contexto?colonia={var},,,,
frontend/src/components/ficha/SeccionDinero.js,52,GET,{var}/api/public/ownership/{var}?price={var}&m2={var}&enganche_pct={var}&years={var},,,,
frontend/src/components/ficha/SeccionDinero.js,64,POST,{var}/api/public/mortgage/calculate,,,,
frontend/src/components/ficha/SeccionUbicacion.js,40,GET,{var}/api/zona/{var}/lugares,,,,
frontend/src/components/ficha/SeccionUbicacion.js,41,GET,{var}/api/zona/{var}/vida,,,,
frontend/src/components/ficha/SeccionUnidades.js,113,POST,{var}/api/precio-posicion-batch,,,,
frontend/src/components/ficha/SeccionValor.js,24,GET,{var}/api/public/pulso-zona?colonia={var}&rol=asesor,,,,
frontend/src/components/insights/CoursesPanel.js,24,GET,{var}/api/insights/courses?limit={var},,,,
frontend/src/components/insights/CoursesPanel.js,44,GET,{var}/api/insights/courses/{var},,,,
frontend/src/components/insights/FactCheckBadge.js,29,POST,{var}/api/insights/fact-check,,,,
frontend/src/components/investment/InversionV4Calculator.js,69,POST,{var}/api/inversion-v4/analyze,,,,
frontend/src/components/investment/InversionV4Calculator.js,80,POST,{var}/api/inversion-v4/airroi,,,,
frontend/src/components/investment/InversionV4Calculator.js,96,POST,{var}/api/lead-capture,,,,
frontend/src/components/investment/InversionV4Calculator.js,143,GET,{var}/api/inversion-v4/zona-contexto?zone_id={var},,,,
frontend/src/components/investment/InversionV4Calculator.js,165,POST,{var}/api/inversion-v4/portafolio,,,,
frontend/src/components/investment/InvestmentSimulator.js,61,GET,{var}/api/investment-simulator/colonia/{var}/autofill{var},,,,
frontend/src/components/investment/InvestmentSimulator.js,98,POST,{var}/api/investment-simulator/analyze,,,,
frontend/src/components/investment/InvestmentSimulator.js,112,POST,{var}/api/investment-simulator/min-rent,,,,
frontend/src/components/investment/InvestmentSimulator.js,124,POST,{var}/api/investment-simulator/stress-test,,,,
frontend/src/components/investment/InvestmentSimulator.js,141,POST,{var}/api/investment-simulator/capture-lead,,,,
frontend/src/components/investment/InvestmentSimulator.js,153,POST,{var}/api/investment-simulator/save,,,,
frontend/src/components/landing/AtlaxApartado.js,64,POST,{var}/api/lead-capture,,,,
frontend/src/components/landing/AtlaxBubble.js,440,GET,{var}/api/colonia-watch?watcher={var},,,,
frontend/src/components/landing/AtlaxBubble.js,489,POST,{var}/api/atlax/query,,,,
frontend/src/components/landing/AtlaxBubble.js,524,POST,{var}/api/cerebro/run,,,,
frontend/src/components/landing/AtlaxBubble.js,551,GET,{var}/api/para-ti${w ? ,,,,
frontend/src/components/landing/AtlaxBubble.js,574,GET,{var}/api/atlax/threads/{var}/messages?session_token=${encodeURIComponent(asistenteToken || ,,,,
frontend/src/components/landing/AtlaxLeadModal.js,30,POST,{var}/api/buyer/registrar,,,,
frontend/src/components/landing/AtlaxMyList.js,22,GET,{var}/api/buyer/favoritos?visitor_id={var},,,,
frontend/src/components/landing/AtlaxMyList.js,23,GET,{var}/api/buyer/mi-gusto?visitor_id={var},,,,
frontend/src/components/landing/AtlaxThreadsSidebar.js,48,GET,{var}/api/atlax/threads?session_token={var}&limit=30,,,,
frontend/src/components/landing/AtlaxVoiceButton.js,94,POST,{var}/api/voice/transcribe,,,,
frontend/src/components/landing/AtlaxVoiceButton.js,118,POST,{var}/api/voice/synthesize,,,,
frontend/src/components/landing/AuthModal.js,41,POST,{var}/api/auth/login,,,,
frontend/src/components/landing/AuthModal.js,63,POST,{var}/api/auth/register,,,,
frontend/src/components/landing/RolePicker.js,37,POST,{var}/api/auth/select-role,,,,
frontend/src/components/landing/ZonaPulsoWidget.js,40,GET,{var}/api/colonias-search?q={var}&limit=6,,,,
frontend/src/components/landing/ZonaPulsoWidget.js,53,GET,{var}/api/public/pulso-zona?{var},,,,
frontend/src/components/landing/ZonaPulsoWidget.js,63,POST,{var}/api/public/registro-interes,,,,
frontend/src/components/maps/AtlaxContextualButton.js,22,POST,{var}/api/maps/atlax-context,,,,
frontend/src/components/maps/BattleCardOverlay.js,33,GET,{var}/api/maps-cross/battle-card/{var},,,,
frontend/src/components/maps/FunnelInversoCard.js,26,GET,{var}/api/maps-cross/funnel-inverso/{var},,,,
frontend/src/components/maps/PropertyPopup.js,49,GET,{var}/api/maps/property/{var}/{var},,,,
frontend/src/components/maps/SaveZoneModal.js,25,POST,{var}/api/maps-cross/saved-zones,,,,
frontend/src/components/marketing/AuditResultCard.js,15,POST,{var}/api/free-audit/{var}/resend-email,,,,
frontend/src/components/marketplace/ComplianceBadge.js,25,GET,{var}/api/developments/{var}/compliance-badge,,,,
frontend/src/components/marketplace/DMXMarketIndex.js,13,GET,{var}/api/public/market/index,,,,
frontend/src/components/marketplace/DemandaZonaCard.js,17,GET,{var}/api/public/pulso-zona?colonia={var}&rol=asesor,,,,
frontend/src/components/marketplace/DevelopmentCard.js,119,GET,{var}/api/developments/{var}/rank,,,,
frontend/src/components/marketplace/MarketValueCard.js,13,GET,{var}/api/public/market/amenity-ranker{var},,,,
frontend/src/components/marketplace/OportunidadPanel.js,60,GET,{var}/api/zona/{var}/inversion,,,,
frontend/src/components/marketplace/ParecidosCerraron.js,13,GET,{var}/api/buyer/parecidos-cerraron?visitor_id={var},,,,
frontend/src/components/marketplace/PerfilLente.js,37,GET,{var}/api/zona/{var}/vida,,,,
frontend/src/components/marketplace/RiesgosHonestos.js,22,GET,{var}/api/inversion-v4/zona-contexto?zone_id={var},,,,
frontend/src/components/marketplace/TopFilters.js,146,GET,{var}/api/colonias-search?q={var}&limit=8,,,,
frontend/src/components/notifications/NotificationBellIcon.js,9,GET,{var}/api/notifications/unread-count,,,,
frontend/src/components/notifications/NotificationCenter.js,20,GET,{var}/api/notifications?{var},,,,
frontend/src/components/notifications/NotificationCenter.js,27,POST,{var}/api/notifications/{var}/mark-read,,,,
frontend/src/components/notifications/NotificationCenter.js,33,POST,{var}/api/notifications/mark-all-read,,,,
frontend/src/components/private_beta/InviteCodeInput.js,25,GET,{var}/api/auth/validate-code/{var},,,,
frontend/src/components/private_beta/WaitlistForm.js,32,POST,{var}/api/waitlist/signup,,,,
frontend/src/components/seo/LandingLeadCaptureForm.js,35,POST,{var}/api/public/landing/lead,,,,
frontend/src/components/shared/AccuracyTopZonesTicker.js,35,GET,{var}/api/accuracy/per-zone,,,,
frontend/src/components/shared/ActivityFeed.js,113,GET,{var}/api/activity/feed?{var},,,,
frontend/src/components/shared/DataOrigin.js,72,GET,{var}/api/doctrine,,,,
frontend/src/components/shared/HealthScoreWidget.js,68,GET,{var}/api/health-score/{var}/{var},,,,
frontend/src/components/shared/LeadKanban.js,105,GET,{var}/api/undo/recent?limit=1,,,,
frontend/src/components/shared/NotificationsBell.js,53,GET,{var}/api/notifications?limit=50,,,,
frontend/src/components/shared/NotificationsBell.js,84,POST,{var}/api/notifications/mark-all-read,,,,
frontend/src/components/shared/NotificationsBell.js,92,POST,{var}/api/notifications/{var}/mark-read,,,,
frontend/src/components/shared/PortalLayout.js,52,GET,{var}/api/dev/leads/count-unread,,,,
frontend/src/components/shared/PortalLayout.js,53,GET,{var}/api/dev/citas/count-today,,,,
frontend/src/components/shared/PortalLayout.js,54,GET,{var}/api/dev/projects/count-unhealthy,,,,
frontend/src/components/shared/PortalLayout.js,55,GET,{var}/api/asesor/contacts/count-new,,,,
frontend/src/components/shared/PortalLayout.js,267,POST,{var}/api/superadmin/tenants/impersonate/end,,,,
frontend/src/components/shared/PortalLayout.js,274,POST,{var}/api/auth/logout,,,,
frontend/src/components/shared/SetupChecklist.js,68,GET,{var}/api/panel/setup-progress,,,,
frontend/src/components/shared/UndoSnackbar.js,147,POST,{var}/api/undo/{var},,,,
frontend/src/components/shared/UniversalSearch.js,94,GET,{var}/api/search?q={var}&limit=15,,,,
frontend/src/components/shared/UniversalSearch.js,150,POST,{var}/api/asistente/ask,,,,
frontend/src/components/superadmin/AbTestCreateModal.js,61,POST,{var}/api/superadmin/ab-testing/create,,,,
frontend/src/components/superadmin/ConnectModal.js,55,POST,{var}/api/superadmin/data-sources/{var}/test,,,,
frontend/src/components/superadmin/ConnectModal.js,69,PATCH,{var}/api/superadmin/data-sources/{var},,,,
frontend/src/components/superadmin/FsdDistributionTab.js,56,GET,{var}/api/superadmin/audit/log?action=drift_detected&limit=20,,,,
frontend/src/components/superadmin/LivePulseMapTab.js,76,GET,{var}/api/maps/layers/zone_score,,,,
frontend/src/components/superadmin/PhaseYControlsPanel.js,39,GET,{var}/api/superadmin/phase-y/{var},,,,
frontend/src/components/superadmin/PhaseYControlsPanel.js,47,PATCH,{var}/api/superadmin/phase-y/{var},,,,
frontend/src/components/superadmin/PhaseYControlsPanel.js,61,POST,{var}/api/superadmin/phase-y/{var}/master-switch,,,,
frontend/src/components/superadmin/SuperadminAbTesting.js,30,GET,{var}/api/superadmin/ab-testing/list,,,,
frontend/src/components/superadmin/SuperadminAbTesting.js,43,GET,{var}/api/superadmin/ab-testing/results/{var},,,,
frontend/src/components/superadmin/SuperadminAbTesting.js,56,POST,{var}/api/superadmin/ab-testing/pick-winner,,,,
frontend/src/components/superadmin/SuperadminAbTesting.js,70,DELETE,{var}/api/superadmin/ab-testing/{var},,,,
frontend/src/components/superadmin/SuperadminConversationDrift.js,117,GET,{var}/api/superadmin/confidence/stats,,,,
frontend/src/components/superadmin/SuperadminConversations.js,40,GET,{var}/api/superadmin/conversations/stats,,,,
frontend/src/components/superadmin/SuperadminConversations.js,52,GET,{var}/api/superadmin/conversations/list?{var},,,,
frontend/src/components/superadmin/SuperadminConversations.js,67,GET,{var}/api/conversation/{var},,,,
frontend/src/components/superadmin/SuperadminConversations.js,74,POST,{var}/api/superadmin/conversations/takeover,,,,
frontend/src/components/superadmin/SuperadminKbGaps.js,36,GET,{var}/api/superadmin/kb-gaps/list?{var},,,,
frontend/src/components/superadmin/SuperadminKbGaps.js,63,POST,{var}/api/superadmin/kb-gaps/add-faq,,,,
frontend/src/components/superadmin/SuperadminKbGaps.js,77,POST,{var}/api/superadmin/kb-gaps/dismiss-gap,,,,
frontend/src/components/superadmin/UnitDemandPanel.js,12,GET,{var}/api/superadmin/devmaster/demanda-unidades?limit=15,,,,
frontend/src/components/superadmin/UploadModal.js,81,POST,{var}/api/superadmin/data-sources/{var}/upload,,,,
frontend/src/components/tour3d/Tour3DOnboardingWizard.js,78,POST,{var}/api/tour-3dgs/scans,,,,
frontend/src/components/tour3d/Tour3DViewer.js,34,GET,{var}/api/tour-3dgs/scans/{var},,,,
frontend/src/components/zones/ZoneCycleBlock.js,14,GET,{var}/api/zona/{var}/ciclo,,,,
frontend/src/components/zones/ZoneLivBlock.js,15,GET,{var}/api/indices/zona/{var},,,,
frontend/src/components/zones/ZoneRiskBlock.js,28,GET,{var}/api/zona/{var}/riesgo,,,,
frontend/src/hooks/useBranding.js,22,GET,{var}/api/orgs/me/branding,,,,
frontend/src/hooks/useCrossPortalEvents.js,24,GET,{var}/api/orgs/cross-portal/events{var},,,,
frontend/src/hooks/useDensity.js,29,GET,{var}/api/preferences/me,,,,
frontend/src/hooks/useDensity.js,77,PATCH,{var}/api/preferences/me,,,,
frontend/src/hooks/useInlineSaver.js,29,GET,{var}/api/undo/recent?limit=1,,,,
frontend/src/hooks/usePreferences.js,18,GET,{var}/api/user/preferences,,,,
frontend/src/hooks/usePreferences.js,57,PATCH,{var}/api/user/preferences,,,,
frontend/src/hooks/usePresentationMode.js,33,GET,{var}/api/preferences/me,,,,
frontend/src/hooks/usePresentationMode.js,41,PATCH,{var}/api/preferences/me,,,,
frontend/src/hooks/useTour.js,38,GET,{var}/api/preferences/me,,,,
frontend/src/hooks/useTour.js,48,POST,{var}/api/preferences/me/tour-complete,,,,
frontend/src/hooks/useTour.js,59,POST,{var}/api/preferences/me/tour-dismiss,,,,
frontend/src/lib/buyerSignal.js,40,POST,{var}/api/buyer/signal,,,,
frontend/src/lib/buyerSignal.js,52,POST,{var}/api/buyer/claim,,,,
frontend/src/lib/buyerSignal.js,67,GET,{var}/api/desarrollo/{var}/interes,,,,
frontend/src/lib/crossPortalToast.js,134,POST,{var}/api/orgs/cross-portal/log,,,,
frontend/src/lib/funnelTracker.js,37,POST,{var}/api/funnel/event,,,,
frontend/src/lib/funnelTracker.js,60,POST,{var}/api/comprador/history,,,,
frontend/src/lib/tracking.js,63,POST,{var}/api/tracking/view,,,,
frontend/src/observability.js,95,POST,{var}/api/ml/emit,,,,
frontend/src/pages/DevelopmentDetail.js,248,POST,{var}/api/buyer/promote,,,,
frontend/src/pages/DevelopmentDetail.js,741,GET,{var}/api/tour-3dgs/scans?{var},,,,
frontend/src/pages/Favoritos.js,25,GET,{var}/api/buyer/favoritos?visitor_id={var},,,,
frontend/src/pages/Favoritos.js,53,POST,{var}/api/buyer/favoritos/quitar,,,,
frontend/src/pages/Favoritos.js,156,POST,{var}/api/buyer/favoritos/nota,,,,
frontend/src/pages/Favoritos.js,160,POST,{var}/api/buyer/registrar,,,,
frontend/src/pages/Favoritos.js,163,POST,{var}/api/buyer/favoritos/cita,,,,
frontend/src/pages/FichaCockpit.js,153,GET,{var}/api/public/payment-schemes/{var},,,,
frontend/src/pages/FichaCockpit.js,379,POST,{var}/api/inversion-v4/analyze,,,,
frontend/src/pages/FichaCockpit.js,519,GET,{var}/api/public/buy-signal/{var},,,,
frontend/src/pages/FichaCockpit.js,520,GET,{var}/api/zona/{var}/lugares,,,,
frontend/src/pages/FichaCockpit.js,527,GET,{var}/api/public/ownership/{var}?price={var}&m2={var}&enganche_pct=0.20&years=20,,,,
frontend/src/pages/FichaCockpit.js,528,POST,{var}/api/inversion-v4/analyze,,,,
frontend/src/pages/FichaCockpit.js,535,GET,{var}/api/buyer/favoritos?visitor_id={var},,,,
frontend/src/pages/FichaDesarrollo.js,95,GET,{var}/api/buyer/favoritos?visitor_id={var},,,,
frontend/src/pages/FichaDesarrollo.js,112,GET,{var}/api/public/buy-signal/{var},,,,
frontend/src/pages/FichaDesarrollo.js,113,GET,{var}/api/zona/{var}/lugares,,,,
frontend/src/pages/FichaDesarrollo.js,120,GET,{var}/api/public/ownership/{var}?price={var}&m2={var}&enganche_pct=0.20&years=20,,,,
frontend/src/pages/FichaDesarrollo.js,121,POST,{var}/api/inversion-v4/analyze,,,,
frontend/src/pages/Inteligencia.js,212,GET,{var}/api/investment-simulator/score/top-colonias?limit=10,,,,
frontend/src/pages/Mapa.js,136,POST,{var}/api/colonia-watch,,,,
frontend/src/pages/Mapa.js,137,DELETE,{var}/api/colonia-watch?watcher={var}&colonia_id={var},,,,
frontend/src/pages/Mapa.js,159,GET,{var}/api/colonias-geojson,,,,
frontend/src/pages/Mapa.js,163,GET,{var}/api/developments?limit=200,,,,
frontend/src/pages/Mapa.js,178,GET,{var}/api/mapa/capas,,,,
frontend/src/pages/Mapa.js,207,GET,{var}/api/mapa/capa/{var},,,,
frontend/src/pages/Mapa.js,433,GET,{var}/api/colonias-similar/{var}?n=3,,,,
frontend/src/pages/Mapa.js,443,GET,{var}/api/mapa/colonia/{var}/valoracion,,,,
frontend/src/pages/Mapa.js,453,GET,{var}/api/catastro/colonia/{var},,,,
frontend/src/pages/Mapa.js,471,GET,{var}/api/catastro/predios-bbox?w={var}&s={var}&e={var}&n={var}&limit=3000,,,,
frontend/src/pages/Marketplace.js,90,GET,{var}/api/buyer/parecidos?visitor_id={var}&limit=6,,,,
frontend/src/pages/Marketplace.js,93,GET,{var}/api/buyer/alertas?visitor_id={var},,,,
frontend/src/pages/Marketplace.js,299,POST,{var}/api/buyer/elasticidad,,,,
frontend/src/pages/asesor/AsesorCitas.js,148,GET,{var}/api/developments?sort=recent,,,,
frontend/src/pages/asesor/AsesorContactos.js,119,GET,{var}/api/developments?sort=recent,,,,
frontend/src/pages/asesor/AsesorContactos.js,921,GET,{var}/api/developments?sort=recent,,,,
frontend/src/pages/asesor/AsesorDashboard.js,48,GET,{var}/api/lead-journey/leaderboard?period_days=30&limit=5,,,,
frontend/src/pages/asesor/AsesorMetricas.js,94,GET,{var}/api/asesor/copilot/metrics?days={var},,,,
frontend/src/pages/asesor/AsesorOperaciones.js,55,GET,{var}/api/developments?sort=recent,,,,
frontend/src/pages/asesor/AsesorOutbound.js,42,GET,{var}/api/lead-journey/outbound-available?limit=200,,,,
frontend/src/pages/asesor/AsesorOutbound.js,43,GET,{var}/api/lead-journey/stats?period_days=30,,,,
frontend/src/pages/asesor/AsesorOutbound.js,82,POST,{var}/api/leads/{var}/outbound-claim,,,,
frontend/src/pages/asesor/AsesorOutbound.js,98,POST,{var}/api/lead-journey/bulk-reroute,,,,
frontend/src/pages/asesor/AsesorOutbound.js,118,POST,{var}/api/leads/{var}/pause-nurture,,,,
frontend/src/pages/asesor/AsesorTareas.js,41,GET,{var}/api/asesor/citas?status=agendada&limit=10,,,,
frontend/src/pages/asesor/AsesorTareas.js,71,GET,{var}/api/undo/recent?limit=1,,,,
frontend/src/pages/asesor/CalendarSettings.js,283,GET,{var}/api/oauth/connections,,,,
frontend/src/pages/asesor/CalendarSettings.js,313,GET,{var}/api/oauth/{var}/initiate,,,,
frontend/src/pages/asesor/CalendarSettings.js,326,POST,{var}/api/oauth/{var}/revoke,,,,
frontend/src/pages/asesor/ConversationInbox.js,228,GET,{var}/api/asesor/conversations/unified,,,,
frontend/src/pages/asesor/ConversationInbox.js,246,GET,{var}/api/asesor/atlax-settings,,,,
frontend/src/pages/asesor/ConversationInbox.js,253,POST,{var}/api/asesor/atlax-settings,,,,
frontend/src/pages/asesor/ConversationInbox.js,283,GET,{var}/api/asesor/contactos/{var}/whatsapp?channel={var},,,,
frontend/src/pages/asesor/ConversationInbox.js,286,GET,{var}/api/conversation/{var},,,,
frontend/src/pages/asesor/ConversationInbox.js,297,GET,{var}/api/conversation/{var}/confidence-history,,,,
frontend/src/pages/asesor/ConversationInbox.js,304,GET,{var}/api/asesor/contactos/{var}/context,,,,
frontend/src/pages/asesor/ConversationInbox.js,310,GET,{var}/api/asesor/contactos/{var}/conversation-ai?channel={var},,,,
frontend/src/pages/asesor/ConversationInbox.js,321,GET,{var}/api/asesor/contactos/{var}/whatsapp?channel={var},,,,
frontend/src/pages/asesor/ConversationInbox.js,324,GET,{var}/api/conversation/{var},,,,
frontend/src/pages/asesor/ConversationInbox.js,334,POST,{var}/api/asesor/contactos/{var}/whatsapp,,,,
frontend/src/pages/asesor/ConversationInbox.js,340,POST,{var}/api/conversation/message,,,,
frontend/src/pages/asesor/ConversationInbox.js,354,POST,{var}/api/asesor/contactos/{var}/whatsapp/draft,,,,
frontend/src/pages/asesor/ConversationInbox.js,368,GET,{var}/api/asesor/contactos/{var}/suggestions,,,,
frontend/src/pages/asesor/ConversationInbox.js,380,POST,{var}/api/asesor/contactos/{var}/board,,,,
frontend/src/pages/asesor/ConversationInbox.js,392,GET,{var}/api/asesor/contactos/{var}/context,,,,
frontend/src/pages/asesor/ConversationInbox.js,404,POST,{var}/api/asesor/tareas,,,,
frontend/src/pages/asesor/ConversationInbox.js,407,POST,{var}/api/asesor/contactos/{var}/timeline,,,,
frontend/src/pages/asesor/ConversationInbox.js,410,POST,{var}/api/asesor/contactos/{var}/cita,,,,
frontend/src/pages/asesor/ConversationInbox.js,425,GET,{var}/api/asesor/contactos/{var}/ai-suggest?type={var}&channel={var},,,,
frontend/src/pages/asesor/ConversationInbox.js,435,POST,{var}/api/asesor/copilot/feedback,,,,
frontend/src/pages/asesor/ConversationInbox.js,445,GET,{var}/api/asesor/copilot/metrics,,,,
frontend/src/pages/asesor/ConversationInbox.js,458,POST,{var}/api/asesor/contactos/{var}/swipe-link,,,,
frontend/src/pages/asesor/ConversationInbox.js,471,POST,{var}/api/agent-workforce/run-now,,,,
frontend/src/pages/asesor/ConversationInbox.js,510,POST,{var}/api/asesor/contactos/{var}/copilot-ask,,,,
frontend/src/pages/asesor/ConversationInbox.js,551,PATCH,{var}/api/asesor/busquedas/{var},,,,
frontend/src/pages/asesor/ConversationPlayground.js,45,POST,{var}/api/conversation/start,,,,
frontend/src/pages/asesor/ConversationPlayground.js,74,POST,{var}/api/conversation/message,,,,
frontend/src/pages/asesor/ConversationPlayground.js,94,POST,{var}/api/conversation/handoff,,,,
frontend/src/pages/asesor/LinksTracking.js,13,GET,{var}/api/asesor/tracking-links,,,,
frontend/src/pages/asesor/LinksTracking.js,18,GET,{var}/api/asesor/tracking-links/stats,,,,
frontend/src/pages/asesor/LinksTracking.js,23,POST,{var}/api/asesor/tracking-links/qrcode,,,,
frontend/src/pages/asesor/StudioDashboard.js,23,GET,{var}/api/studio/my-budget,,,,
frontend/src/pages/asesor/StudioDashboard.js,264,GET,{var}/api/developments?sort=recent,,,,
frontend/src/pages/developer/AutoAssignments.js,97,GET,{var}/api/appointments/metrics?{var},,,,
frontend/src/pages/developer/CitasPolicies.js,80,GET,{var}/api/appointments/policy/{var},,,,
frontend/src/pages/developer/CitasPolicies.js,90,POST,{var}/api/appointments/availability,,,,
frontend/src/pages/developer/CitasPolicies.js,109,PUT,{var}/api/appointments/policy/{var},,,,
